OrderID,ContactName,CompanyName
10635,"Giovanni Rovelli","Federal Shipping"
10639,"Jonas Bergulfsen","Federal Shipping"
10642,"Jytte Petersen","Federal Shipping"
10646,"Patricia McKenna","Federal Shipping"
10649,"Catherine Dewey","Federal Shipping"
10650,"Aria Cruz","Federal Shipping"
10661,"Patricia McKenna","Federal Shipping"
10664,"Lino Rodriguez","Federal Shipping"
10677,"Antonio Moreno","Federal Shipping"
10678,"Jose Pavarotti","Federal Shipping"
10679,"Frdrique Citeaux","Federal Shipping"
10681,"Howard Snyder","Federal Shipping"
10693,"Karl Jablonski","Federal Shipping"
10694,"Horst Kloss","Federal Shipping"
10696,"Karl Jablonski","Federal Shipping"
10699,"Alexander Feuer","Federal Shipping"
10701,"Patricia McKenna","Federal Shipping"
10706,"Rene Phillips","Federal Shipping"
10707,"Thomas Hardy","Federal Shipping"
10709,"Andr Fonseca","Federal Shipping"
10714,"Jose Pavarotti","Federal Shipping"
10718,"Philip Cramer","Federal Shipping"
10721,"Horst Kloss","Federal Shipping"
10725,"Aria Cruz","Federal Shipping"
10729,"Felipe Izquierdo","Federal Shipping"
10733,"Christina Berglund","Federal Shipping"
10734,"Andr Fonseca","Federal Shipping"
10739,"Paul Henriot","Federal Shipping"
10741,"Thomas Hardy","Federal Shipping"
10742,"Elizabeth Lincoln","Federal Shipping"
10746,"Yang Wang","Federal Shipping"
10751,"Michael Holz","Federal Shipping"
10752,"Simon Crowther","Federal Shipping"
10754,"Giovanni Rovelli","Federal Shipping"
10758,"Michael Holz","Federal Shipping"
10759,"Ana Trujillo","Federal Shipping"
10763,"Martine Ranc","Federal Shipping"
10764,"Roland Mendel","Federal Shipping"
10765,"Horst Kloss","Federal Shipping"
10767,"Pascale Cartrain","Federal Shipping"
10770,"Mario Pontes","Federal Shipping"
10773,"Roland Mendel","Federal Shipping"
10776,"Roland Mendel","Federal Shipping"
10781,"Pirkko Koskitalo","Federal Shipping"
10782,"Patricio Simpson","Federal Shipping"
10784,"Giovanni Rovelli","Federal Shipping"
10785,"Manuel Pereira","Federal Shipping"
10792,"Zbyszek Piestrzeniewicz","Federal Shipping"
10793,"Thomas Hardy","Federal Shipping"
10799,"Philip Cramer","Federal Shipping"
10800,"Hari Kumar","Federal Shipping"
10805,"Liz Nixon","Federal Shipping"
10808,"Rene Phillips","Federal Shipping"
10810,"Yoshi Tannamuri","Federal Shipping"
10814,"Mary Saveley","Federal Shipping"
10815,"Jose Pavarotti","Federal Shipping"
10818,"Giovanni Rovelli","Federal Shipping"
10819,"Patricio Simpson","Federal Shipping"
10822,"Helvetius Nagy","Federal Shipping"
10834,"Anabela Domingues","Federal Shipping"
10835,"Maria Anders","Federal Shipping"
10837,"Christina Berglund","Federal Shipping"
10838,"Felipe Izquierdo","Federal Shipping"
10839,"Anabela Domingues","Federal Shipping"
10842,"Miguel Angel Paolino","Federal Shipping"
10846,"Pascale Cartrain","Federal Shipping"
10847,"Jose Pavarotti","Federal Shipping"
10860,"Carine Schmitt","Federal Shipping"
10870,"Zbyszek Piestrzeniewicz","Federal Shipping"
10876,"Laurence Lebihan","Federal Shipping"
10879,"Matti Karttunen","Federal Shipping"
10882,"Jose Pavarotti","Federal Shipping"
10883,"Fran Wilson","Federal Shipping"
10885,"Pascale Cartrain","Federal Shipping"
10887,"Eduardo Saavedra","Federal Shipping"
10889,"Paula Wilson","Federal Shipping"
10896,"Catherine Dewey","Federal Shipping"
10899,"Carlos Gonzlez","Federal Shipping"
10903,"Mario Pontes","Federal Shipping"
10904,"Karl Jablonski","Federal Shipping"
10906,"Zbyszek Piestrzeniewicz","Federal Shipping"
10907,"Dominique Perrier","Federal Shipping"
10910,"Matti Karttunen","Federal Shipping"
10918,"Elizabeth Lincoln","Federal Shipping"
10922,"Mario Pontes","Federal Shipping"
10923,"Annette Roulet","Federal Shipping"
10926,"Ana Trujillo","Federal Shipping"
10930,"Pascale Cartrain","Federal Shipping"
10933,"Helen Bennett","Federal Shipping"
10934,"Renate Messner","Federal Shipping"
10935,"Paula Parente","Federal Shipping"
10937,"Patricio Simpson","Federal Shipping"
10940,"Laurence Lebihan","Federal Shipping"
10942,"Maurizio Moroni","Federal Shipping"
10944,"Elizabeth Lincoln","Federal Shipping"
10948,"Jos Pedro Freyre","Federal Shipping"
10949,"Elizabeth Lincoln","Federal Shipping"
10957,"Carlos Hernndez","Federal Shipping"
10963,"Lino Rodriguez","Federal Shipping"
10965,"Rene Phillips","Federal Shipping"
10968,"Roland Mendel","Federal Shipping"
10974,"Art Braunschweiger","Federal Shipping"
10975,"Elizabeth Lincoln","Federal Shipping"
10977,"Maria Larsson","Federal Shipping"
10984,"Jose Pavarotti","Federal Shipping"
10990,"Roland Mendel","Federal Shipping"
10992,"Liz Nixon","Federal Shipping"
10993,"Maria Larsson","Federal Shipping"
10994,"Palle Ibsen","Federal Shipping"
10995,"Guillermo Fernndez","Federal Shipping"
11000,"Paula Wilson","Federal Shipping"
11003,"Liu Wong","Federal Shipping"
11008,"Roland Mendel","Federal Shipping"
11012,"Peter Franken","Federal Shipping"
11014,"Felipe Izquierdo","Federal Shipping"
11019,"Sergio Gutirrez","Federal Shipping"
11025,"Pirkko Koskitalo","Federal Shipping"
11032,"Karl Jablonski","Federal Shipping"
11033,"Michael Holz","Federal Shipping"
11036,"Sven Ottlieb","Federal Shipping"
11040,"Howard Snyder","Federal Shipping"
11047,"Ann Devon","Federal Shipping"
11048,"Elizabeth Lincoln","Federal Shipping"
11051,"Annette Roulet","Federal Shipping"
11057,"Simon Crowther","Federal Shipping"
11058,"Hanna Moos","Federal Shipping"
11061,"Howard Snyder","Federal Shipping"
